ID,Lemma,Complement,Precision,URL
25057,Anderwert,,,http://hls-dhs-dss.ch/fr/articles/025057/2002-08-22/
19982,Andlau,d',,http://hls-dhs-dss.ch/fr/articles/019982/2020-03-24/
23485,Andreazzi,,,http://hls-dhs-dss.ch/fr/articles/023485/2001-07-16/
41701,André,,,http://hls-dhs-dss.ch/fr/articles/041701/2002-06-18/
20193,Andwil,von,,http://hls-dhs-dss.ch/fr/articles/020193/2001-06-29/
22925,Angehrn,,,http://hls-dhs-dss.ch/fr/articles/022925/2001-07-13/
17071,Anhorn,,,http://hls-dhs-dss.ch/fr/articles/017071/2018-02-07/
19591,Anniviers,d',,http://hls-dhs-dss.ch/fr/articles/019591/2017-05-04/
31202,Anselmier,,,http://hls-dhs-dss.ch/fr/articles/031202/2001-07-18/
3025,Appenthel,,,http://hls-dhs-dss.ch/fr/articles/003025/2001-08-14/
23486,Appiani,,,http://hls-dhs-dss.ch/fr/articles/023486/2001-08-02/
23487,Aprile,,,http://hls-dhs-dss.ch/fr/articles/023487/2017-03-14/
20467,Arbignon,d',,http://hls-dhs-dss.ch/fr/articles/020467/2001-09-07/
20194,Arbon,von,,http://hls-dhs-dss.ch/fr/articles/020194/2001-10-29/
20861,Archer,,,http://hls-dhs-dss.ch/fr/articles/020861/2001-09-11/
20468,Ardon,d',,http://hls-dhs-dss.ch/fr/articles/020468/1996-09-23/
25466,Arlaud,,,http://hls-dhs-dss.ch/fr/articles/025466/2001-09-17/
11309,Arnay,d',,http://hls-dhs-dss.ch/fr/articles/011309/2002-12-17/
25080,Arnold,,,http://hls-dhs-dss.ch/fr/articles/025080/2001-09-17/
16640,Arnold-Obrist,,,http://hls-dhs-dss.ch/fr/articles/016640/2001-09-18/
22834,Arregger,,,http://hls-dhs-dss.ch/fr/articles/022834/2001-10-18/
43744,Artari,,,http://hls-dhs-dss.ch/fr/articles/043744/2009-04-22/
41737,Arter,,,http://hls-dhs-dss.ch/fr/articles/041737/2001-10-15/
23089,Arx,von,,http://hls-dhs-dss.ch/fr/articles/023089/2001-09-18/
25081,Aschwanden,,,http://hls-dhs-dss.ch/fr/articles/025081/2001-10-19/
20469,Asinari,,,http://hls-dhs-dss.ch/fr/articles/020469/2002-12-18/
23563,Asperlin,,,http://hls-dhs-dss.ch/fr/articles/023563/2001-10-21/
19593,Aspermont,von,,http://hls-dhs-dss.ch/fr/articles/019593/2001-10-19/
